(training) gnorm,(training) pnorm,epoch,lr,step,train_epoch_loss,train_epoch_r2,train_epoch_time,train_step_loss,val_epoch_loss,val_epoch_r2,val_epoch_time
,,0.0,,16,4173.60791015625,-4198.841796875,2.315070152282715,,18.022314071655273,-18.69410514831543,0.33213329315185547
,,1.0,,33,11.85467529296875,-10.870681762695312,3.023020029067993,,1.4161224365234375,-0.5188323259353638,0.3322937488555908
10.000000953674316,174.36416625976562,2,0.0009607999818399549,49,,,,4.192537307739258,,,
,,2.0,,50,3.977165699005127,-3.0539989471435547,2.260568380355835,,3.082859754562378,-2.404526710510254,0.3324275016784668
,,3.0,,67,3.9917373657226562,-2.9665186405181885,2.6329617500305176,,5.635447025299072,-5.227829456329346,0.331890344619751
,,4.0,,84,3.9201488494873047,-3.0194432735443115,2.2584218978881836,,1.6073116064071655,-0.7229505181312561,0.33189821243286133
9.18427562713623,174.3006591796875,5,0.0009208000265061855,99,,,,3.35984206199646,,,
,,5.0,,101,3.0876989364624023,-2.1106085777282715,2.2581019401550293,,1.3763986825942993,-0.4859667718410492,0.3321347236633301
,,6.0,,118,1.4721097946166992,-0.4756387770175934,2.259079933166504,,1.2628990411758423,-0.3972688913345337,0.33173489570617676
,,7.0,,135,1.1520425081253052,-0.14941683411598206,2.2574920654296875,,1.0726789236068726,-0.18079130351543427,0.33182239532470703
10.000000953674316,174.28302001953125,8,0.0008808000129647553,149,,,,1.0081655979156494,,,
,,8.0,,152,1.3775179386138916,-0.38102424144744873,2.2578632831573486,,1.9351531267166138,-1.124458909034729,0.33190250396728516
,,9.0,,169,1.8780686855316162,-0.9168018102645874,2.2573671340942383,,1.1967382431030273,-0.2887495756149292,0.3331596851348877
,,10.0,,186,1.6242454051971436,-0.6347107887268066,2.641448736190796,,1.0331553220748901,-0.11350921541452408,0.3328590393066406
