(training) gnorm,(training) pnorm,epoch,lr,step,train_epoch_loss,train_epoch_r2,train_epoch_time,train_step_loss,val_epoch_loss,val_epoch_r2,val_epoch_time
,,0.0,,16,53095088.0,-55153444.0,11.648866653442383,,13595.26171875,-14918.0595703125,1.620781660079956
,,1.0,,33,199907.828125,-205859.265625,11.57948112487793,,8399.3251953125,-9220.0263671875,1.5880529880523682
9.999999046325684,inf,2,0.0009607999818399549,49,,,,15470.8125,,,
,,2.0,,50,14455.03515625,-14279.4453125,11.164117813110352,,155.61480712890625,-170.68043518066406,1.5867080688476562
,,3.0,,67,1274.6932373046875,-1274.3480224609375,11.060882568359375,,1270.8907470703125,-1392.75048828125,1.5714571475982666
,,4.0,,84,1373.5950927734375,-1346.0855712890625,11.393098831176758,,6.754826068878174,-6.303398132324219,1.5699183940887451
10.0,inf,5,0.0009208000265061855,99,,,,69.11565399169922,,,
,,5.0,,101,39.988677978515625,-38.74259567260742,11.436513900756836,,1.1898480653762817,-0.27191540598869324,1.5787155628204346
,,6.0,,118,124.11082458496094,-123.89949798583984,11.50686264038086,,19.145843505859375,-20.208219528198242,1.5831756591796875
,,7.0,,135,24.307498931884766,-23.452213287353516,11.446985244750977,,7.015509128570557,-6.802892208099365,1.5663609504699707
10.0,inf,8,0.0008808000129647553,149,,,,4.655467987060547,,,
,,8.0,,152,12.709860801696777,-11.602928161621094,10.998594284057617,,1.4730879068374634,-0.6297364234924316,2.0087056159973145
