(training) gnorm,(training) pnorm,epoch,lr,step,train_epoch_loss,train_epoch_r2,train_epoch_time,train_step_loss,val_epoch_loss,val_epoch_r2,val_epoch_time
,,0.0,,16,3.286683379433598e+20,-3.2895231101048875e+20,0.7801854610443115,,1.7850874742152626e+19,-1.859321221666885e+19,0.10586929321289062
,,1.0,,33,3.1404655732817134e+20,-3.146750909511662e+20,0.7756378650665283,,1.2343393510831948e+19,-1.2847631742353277e+19,0.10521841049194336
0.0,218.53883361816406,2,0.0009607999818399549,49,,,,4.5438758378075587e+18,,,
,,2.0,,50,3.2949478365935436e+20,-3.423554105296363e+20,0.774695873260498,,3.9335798669591425e+21,-4.308290896430413e+21,0.1051788330078125
,,3.0,,67,1.457164569971163e+21,-1.4420692077076587e+21,0.7756443023681641,,3.2300393551203454e+21,-3.535369899057183e+21,0.10553264617919922
,,4.0,,84,4.559517446243835e+21,-4.704090875581776e+21,0.7747037410736084,,5.563230754546223e+21,-6.092092962387968e+21,0.10584831237792969
0.0,218.56057739257812,5,0.0009208000265061855,99,,,,5.817927890822488e+21,,,
,,5.0,,101,5.655125016092858e+21,-5.805412387458025e+21,0.7821605205535889,,6.005923338917675e+21,-6.579500098609721e+21,0.10551309585571289
,,6.0,,118,5.832678868451987e+21,-5.918302430467461e+21,0.7784788608551025,,6.103351961456394e+21,-6.684864626641821e+21,0.10527586936950684
,,7.0,,135,5.865597366978298e+21,-5.871480756941504e+21,0.7780318260192871,,6.088587473028014e+21,-6.660843552129333e+21,0.10553550720214844
0.0,218.5567169189453,8,0.0008808000129647553,149,,,,5.386154283747596e+21,,,
,,8.0,,152,5.972343937146047e+21,-6.022455490199798e+21,0.7759902477264404,,6.094647629276594e+21,-6.667207701352761e+21,0.1052708625793457
,,9.0,,169,5.927650777393976e+21,-5.968219765787282e+21,0.7749173641204834,,6.071196823066922e+21,-6.645268415768026e+21,0.10703682899475098
,,10.0,,186,5.919009495608958e+21,-6.010741064619054e+21,0.776170015335083,,6.087882096736377e+21,-6.664863577746715e+21,0.10526800155639648
0.0,218.5526123046875,11,0.0008407999994233251,199,,,,5.866357349415416e+21,,,
